PDF,Quantidade,Descrição,Valor (texto),Valor (numérico),Linha Original
ADM 0800100_0734_2025 de 30_09_2025.PDF,25.0,"SMARTPHONE XIAOMI REDMI NOTE 12, 128GB CHINA, SN EM","25.727,75",25727.75,"25,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 128GB CHINA, SN EM"
ADM 0800100_0734_2025 de 30_09_2025.PDF,7.0,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA, SN EM PLANILHA DO","7.203,77",7203.77,"7,00 un SMARTPHONE XIAOMI REDMI 12, 256GB CHINA, SN EM PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3.0,"SMARTPHONE XIAOMI REDMI 11 PRIME, 64GB","3.131,16",3131.16,"3,00 un SMARTPHONE XIAOMI REDMI 11 PRIME, 64GB"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4.0,"SMARTPHONE XIAOMI REDMI 13C, 128GB, SN:51260/63ZM01267","4.174,88",4174.88,"4,00 un SMARTPHONE XIAOMI REDMI 13C, 128GB, SN:51260/63ZM01267"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI 13C,128GB","1.043,72",1043.72,"1,00 un SMARTPHONE XIAOMI REDMI 13C,128GB"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4.0,"SMARTPHONE XIAOMI REDMI 12C, 64GB, SN: 45785/W3Y401754","4.174,88",4174.88,"4,00 un SMARTPHONE XIAOMI REDMI 12C, 64GB, SN: 45785/W3Y401754"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4.0,"SMARTPHONE XIAOMI REDMI 12C, 64GB,SN: 45771/W3Y400598","4.174,88",4174.88,"4,00 un SMARTPHONE XIAOMI REDMI 12C, 64GB,SN: 45771/W3Y400598"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI 12C, 64GB","1.043,72",1043.72,"1,00 un SMARTPHONE XIAOMI REDMI 12C, 64GB"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4.0,"SMARTPHONE XIAOMI REDMI A2, 64GB,SN: 50526/63XW12973","4.174,88",4174.88,"4,00 un SMARTPHONE XIAOMI REDMI A2, 64GB,SN: 50526/63XW12973"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4.0,"SMARTPHONE XIAOMI REDMI A2,64GB,SN: 50526/63XW07703","4.174,88",4174.88,"4,00 un SMARTPHONE XIAOMI REDMI A2,64GB,SN: 50526/63XW07703"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4.0,"SMARTPHONE XIAOMI REDMI A2,64GB, SN: 50526/63XW11783","4.174,88",4174.88,"4,00 un SMARTPHONE XIAOMI REDMI A2,64GB, SN: 50526/63XW11783"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3.0,"SMARTPHONE XIAOMI REDMI A2, 64GB CHINA,SN:","3.131,16",3131.16,"3,00 un SMARTPHONE XIAOMI REDMI A2, 64GB CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4.0,"SMARTPHONE REALME C53,128GB,SN: 0173A17125102824","7.877,12",7877.12,"4,00 un SMARTPHONE REALME C53,128GB,SN: 0173A17125102824"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE REALME C53,128GB CHINA,SN: 0173A131251057E8/// R$ 1.969,28","1.969,28",1969.28,"1,00 un SMARTPHONE REALME C53,128GB CHINA,SN: 0173A131251057E8/// R$ 1.969,28"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4.0,"SMARTPHONE REALME C51,128GB,IMEI: 866351060276755","7.877,12",7877.12,"4,00 un SMARTPHONE REALME C51,128GB,IMEI: 866351060276755"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE REALME C51,128GB CHINA,IMEI: 866351060276615/// R$ 1.969,28","1.969,28",1969.28,"1,00 un SMARTPHONE REALME C51,128GB CHINA,IMEI: 866351060276615/// R$ 1.969,28"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI NOTE 13,128GB CHINA,SN:","1.043,72",1043.72,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13,128GB CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4.0,"SMARTPHONE MOTOROLA MOTO E 22I, 32GB,IMEI: R$ 2.560,08","2.560,08",2560.08,"4,00 un SMARTPHONE MOTOROLA MOTO E 22I, 32GB,IMEI: R$ 2.560,08"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE MOTOROLA MOTO E 22I,32GB CHINA,IMEI:","640,02",640.02,"1,00 un SMARTPHONE MOTOROLA MOTO E 22I,32GB CHINA,IMEI:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G, 256GB CHINA, SN NA","1.033,84",1033.84,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G, 256GB CHINA, SN NA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,80.0,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA, SN NA PLANILHA DO","82.707,20",82707.2,"80,00 un SMARTPHONE XIAOMI REDMI 12, 256GB CHINA, SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,50.0,"SMARTPHONE XIAOMI REDMI 13C,256GB CHINA, SN NA PLANILHA DO","51.692,00",51692.0,"50,00 un SMARTPHONE XIAOMI REDMI 13C,256GB CHINA, SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,72.0,"SMARTPHONE XIAOMI REDMI 13C, 256GB INDIA SN NA PLANILHA DO","75.255,84",75255.84,"72,00 un SMARTPHONE XIAOMI REDMI 13C, 256GB INDIA SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,25.0,"SMARTPHONE XIAOMI POCO C65,256GB CHINA ,SN NA PLANILHA DO","26.411,50",26411.5,"25,00 un SMARTPHONE XIAOMI POCO C65,256GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,20.0,"SMARTPHONE XIAOMI POCO M6 PRO, 512GB CHINA ,SN NA PLANILHA","21.129,20",21129.2,"20,00 un SMARTPHONE XIAOMI POCO M6 PRO, 512GB CHINA ,SN NA PLANILHA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,10.0,"SMARTPHONE XIAOMI REDMI 13C,128GB CHINA ,SN NA PLANILHA DO","10.564,60",10564.6,"10,00 un SMARTPHONE XIAOMI REDMI 13C,128GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,100.0,"SMARTPHONE REALME NOTE 50,64GB ORIGEM NAO IDENTIFICADA","199.332,00",199332.0,"100,00 un SMARTPHONE REALME NOTE 50,64GB ORIGEM NAO IDENTIFICADA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,100.0,"SMARTPHONE REALME NOTE 50, 128GB CHINA ,SN NA PLANILHA DO","199.332,00",199332.0,"100,00 un SMARTPHONE REALME NOTE 50, 128GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,85.0,"SMARTPHONE XIAOMI REDMI 13C, 256GB CHINA SN NA PLANILHA DO","89.153,95",89153.95,"85,00 un SMARTPHONE XIAOMI REDMI 13C, 256GB CHINA SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3.0,"SMARTPHONE XIAOMI REDMI 12C,128GB CHINA SN NA PLANILHA DO","3.146,61",3146.61,"3,00 un SMARTPHONE XIAOMI REDMI 12C,128GB CHINA SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,23.0,"SMARTPHONE XIAOMI REDMI 12C, 64GB CHINA SN NA PLANILHA DO","24.124,01",24124.01,"23,00 un SMARTPHONE XIAOMI REDMI 12C, 64GB CHINA SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,10.0,"SMARTPHONE XIAOMI POCO C65,128GB CHINA SN NA PLANILHA DO","10.488,70",10488.7,"10,00 un SMARTPHONE XIAOMI POCO C65,128GB CHINA SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3.0,"SMARTPHONE XIAOMI REDMI NOTE 13,256GB CHINA SN NA PLANILHA","3.146,61",3146.61,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 13,256GB CHINA SN NA PLANILHA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,78.0,"SMARTPHONE XIAOMI REDMI 13C,128GB CHINA ,SN NA PLANILHA DO","81.977,22",81977.22,"78,00 un SMARTPHONE XIAOMI REDMI 13C,128GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,60.0,"SMARTPHONE XIAOMI REDMI 12,256GB CHINA ,SN NA PLANILHA DO","63.059,40",63059.4,"60,00 un SMARTPHONE XIAOMI REDMI 12,256GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2.0,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB CHINA ,SN NA","2.101,98",2101.98,"2,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB CHINA ,SN NA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,100.0,"SMARTPHONE XIAOMI POCO C 65,256GB CHINA ,SN NA PLANILHA DO","105.099,00",105099.0,"100,00 un SMARTPHONE XIAOMI POCO C 65,256GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,50.0,"SMARTPHONE XIAOMI POCO M6 PRO, 256GB CHINA ,SN NA PLANILHA","52.549,50",52549.5,"50,00 un SMARTPHONE XIAOMI POCO M6 PRO, 256GB CHINA ,SN NA PLANILHA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,105.0,"SMARTPHONE XIAOMI REDMI NOTE 12S,256GB CHINA ,SN NA","110.353,95",110353.95,"105,00 un SMARTPHONE XIAOMI REDMI NOTE 12S,256GB CHINA ,SN NA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI NOTE 13 PRO ,256GB CHINA ,SN NA","1.050,99",1050.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO ,256GB CHINA ,SN NA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,50.0,"SMARTPHONE XIAOMI POCO M6 PRO, 512GB CHINA ,SN NA PLANILHA","52.549,50",52549.5,"50,00 un SMARTPHONE XIAOMI POCO M6 PRO, 512GB CHINA ,SN NA PLANILHA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,SMARTPHONE APPLE APARENTA SER IPHONE 11 CHINA SEM CAIXA E,"1.487,25",1487.25,"1,00 un SMARTPHONE APPLE APARENTA SER IPHONE 11 CHINA SEM CAIXA E"
ADM 0800100_0734_2025 de 30_09_2025.PDF,93.0,"SMARTPHONE XIAOMI REDMI 12C,128GB CHINA,SN: NUMERO DE","97.039,92",97039.92,"93,00 un SMARTPHONE XIAOMI REDMI 12C,128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,159.0,"SMARTPHONE XIAOMI REDMI NOTE 12S,256GB CHINA,SN: NUMERO","165.906,96",165906.96,"159,00 un SMARTPHONE XIAOMI REDMI NOTE 12S,256GB CHINA,SN: NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2.0,"SMARTPHONE REALME 11 PRO MAIS , 512GB 5G CHINA,SN: NUMERO","3.937,52",3937.52,"2,00 un SMARTPHONE REALME 11 PRO MAIS , 512GB 5G CHINA,SN: NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,15.0,"SMARTPHONE XIAOMI POCO M5,128GB CHINA,SN: NUMERO DE SERIE","15.651,60",15651.6,"15,00 un SMARTPHONE XIAOMI POCO M5,128GB CHINA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,38.0,"SMARTPHONE XIAOMI REDMI 13C, 128GB CHINA,SN: NUMERO DE","39.650,72",39650.72,"38,00 un SMARTPHONE XIAOMI REDMI 13C, 128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2.0,"SMARTPHONE XIAOMI POCO M4,128GB 5G CHINA,SN: NUMERO DE","2.086,88",2086.88,"2,00 un SMARTPHONE XIAOMI POCO M4,128GB 5G CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,6.0,"SMARTPHONE XIAOMI POCO M5S, 128GB CHINA,SN: NUMERO DE","6.260,64",6260.64,"6,00 un SMARTPHONE XIAOMI POCO M5S, 128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,10.0,"SMARTPHONE XIAOMI POCO C40, 64GB CHINA,SN: NUMERO DE SERIE","10.434,40",10434.4,"10,00 un SMARTPHONE XIAOMI POCO C40, 64GB CHINA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,39.0,"SMARTPHONE XIAOMI REDMI 10 2022, 128GB CHINA,SN: NUMERO DE","40.694,16",40694.16,"39,00 un SMARTPHONE XIAOMI REDMI 10 2022, 128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,93.0,"SMARTPHONE XIAOMI REDMI NOTE 12, 256GB CHINA,SN: NUMERO","97.039,92",97039.92,"93,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 256GB CHINA,SN: NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,65.0,"SMARTPHONE XIAOMI REDMI NOTE 12,128GB CHINA,SN: NUMERO DE","67.823,60",67823.6,"65,00 un SMARTPHONE XIAOMI REDMI NOTE 12,128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4.0,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 128GB 5G CHINA,SN:","4.173,76",4173.76,"4,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 128GB 5G CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,10.0,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB 5G CHINA,SN:","10.434,40",10434.4,"10,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB 5G CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,48.0,"SMARTPHONE XIAOMI REDMI 12,128GB INDIA,SN: NUMERO DE SERIE","50.085,12",50085.12,"48,00 un SMARTPHONE XIAOMI REDMI 12,128GB INDIA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI POCO X5,128GB 5G CHINA,SN: NUMERO DE","1.043,44",1043.44,"1,00 un SMARTPHONE XIAOMI POCO X5,128GB 5G CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI POCO X5, 256GB 5G INDIA,SN: NUMERO DE","1.043,44",1043.44,"1,00 un SMARTPHONE XIAOMI POCO X5, 256GB 5G INDIA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3.0,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO ,256GB CHINA,SN:","3.130,32",3130.32,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO ,256GB CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4.0,"SMARTPHONE XIAOMI POCO X5 PRO ,256GB 5G INDIA,SN: NUMERO","4.173,76",4173.76,"4,00 un SMARTPHONE XIAOMI POCO X5 PRO ,256GB 5G INDIA,SN: NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2.0,"SMARTPHONE XIAOMI REDMI NOTE 11S, 128GB CHINA,SN: NUMERO","2.086,88",2086.88,"2,00 un SMARTPHONE XIAOMI REDMI NOTE 11S, 128GB CHINA,SN: NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 128GB CHINA,SN:","1.043,44",1043.44,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 128GB CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3.0,"SMARTPHONE XIAOMI XIAOMI 12 LITE ,256GB CHINA,SN: NUMERO DE","3.130,32",3130.32,"3,00 un SMARTPHONE XIAOMI XIAOMI 12 LITE ,256GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2.0,"SMARTPHONE XIAOMI REDMI NOTE 11S,128GB 5G CHINA,SN:","2.086,88",2086.88,"2,00 un SMARTPHONE XIAOMI REDMI NOTE 11S,128GB 5G CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,5.0,"SMARTPHONE XIAOMI REDMI 10A, 128GB CHINA,SN: NUMERO DE","5.217,20",5217.2,"5,00 un SMARTPHONE XIAOMI REDMI 10A, 128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE REALME C55, 256GB CHINA,SN: NUMERO DE SERIE NA","1.968,76",1968.76,"1,00 un SMARTPHONE REALME C55, 256GB CHINA,SN: NUMERO DE SERIE NA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2.0,"SMARTPHONE XIAOMI POCO M6 PRO, 128GB 5G INDIA,SN: NUMERO","2.086,88",2086.88,"2,00 un SMARTPHONE XIAOMI POCO M6 PRO, 128GB 5G INDIA,SN: NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI 9A, 32GB CHINA,SN: NUMERO DE SERIE","1.043,44",1043.44,"1,00 un SMARTPHONE XIAOMI REDMI 9A, 32GB CHINA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2.0,"SMARTPHONE CAT S42 CHINA,SN: NUMERO DE SERIE NA PLANILHA","3.937,52",3937.52,"2,00 un SMARTPHONE CAT S42 CHINA,SN: NUMERO DE SERIE NA PLANILHA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE INFINIX NOTE 12, 128GB CHINA,SN: NUMERO DE SERIE","1.968,76",1968.76,"1,00 un SMARTPHONE INFINIX NOTE 12, 128GB CHINA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2.0,"SMARTPHONE XIAOMI REDMI 12, 128GB CHINA,SN: NUMERO DE","2.086,88",2086.88,"2,00 un SMARTPHONE XIAOMI REDMI 12, 128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2.0,"SMARTPHONE XIAOMI REDMI A2 MAIS, 64GB CHINA,SN: NUMERO DE","2.086,88",2086.88,"2,00 un SMARTPHONE XIAOMI REDMI A2 MAIS, 64GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI A2,32GB CHINA,SN: NUMERO DE SERIE","1.043,44",1043.44,"1,00 un SMARTPHONE XIAOMI REDMI A2,32GB CHINA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3.0,"SMARTPHONE XIAOMI REDMI A2,64GB CHINA,SN: NUMERO DE SERIE","3.130,32",3130.32,"3,00 un SMARTPHONE XIAOMI REDMI A2,64GB CHINA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,11.0,"SMARTPHONE XIAOMI REDMI 12C,128GB INDIA,SN: NUMERO DE","11.477,84",11477.84,"11,00 un SMARTPHONE XIAOMI REDMI 12C,128GB INDIA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,91.0,"SMARTPHONE XIAOMI REDMI 13C,256GB CHINA SN NA PLANILHA DO","95.681,04",95681.04,"91,00 un SMARTPHONE XIAOMI REDMI 13C,256GB CHINA SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI POCO C65, 256GB CHINA ,SN NA PLANILHA DO","552,92",552.92,"1,00 un SMARTPHONE XIAOMI POCO C65, 256GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,22.0,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA ,SN NA PLANILHA DO","13.342,34",13342.34,"22,00 un SMARTPHONE XIAOMI REDMI 12, 256GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,7.0,"SMARTPHONE XIAOMI POCO X5, 256GB CHINA ,SN NA PLANILHA DO","6.450,78",6450.78,"7,00 un SMARTPHONE XIAOMI POCO X5, 256GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,18.0,"SMARTPHONE XIAOMI REDMI 13 C, 256GB CHINA ,SN NA PLANILHA","10.535,40",10535.4,"18,00 un SMARTPHONE XIAOMI REDMI 13 C, 256GB CHINA ,SN NA PLANILHA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI 12, 256GB, INDIA, NUMERO DE SERIE","1.048,79",1048.79,"1,00 un SMARTPHONE XIAOMI REDMI 12, 256GB, INDIA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3.0,"SMARTPHONE XIAOMI REDMI 13C, 256GB, INDIA, NUMERO DE SERIE","3.146,37",3146.37,"3,00 un SMARTPHONE XIAOMI REDMI 13C, 256GB, INDIA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,7.0,"SMARTPHONE XIAOMI REDMI 12, 128GB, INDIA, NUMERO DE SERIE","7.341,53",7341.53,"7,00 un SMARTPHONE XIAOMI REDMI 12, 128GB, INDIA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,10.0,"SMARTPHONE XIAOMI REDMI 12C, 128GB, INDIA, NUMERO DE SERIE","10.487,90",10487.9,"10,00 un SMARTPHONE XIAOMI REDMI 12C, 128GB, INDIA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2.0,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G 256GB CHINA,","2.097,58",2097.58,"2,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G 256GB CHINA,"
ADM 0800100_0734_2025 de 30_09_2025.PDF,5.0,"SMARTPHONE XIAOMI REDMI NOTE 12 128GB CHINA, NUMERO DE","5.243,95",5243.95,"5,00 un SMARTPHONE XIAOMI REDMI NOTE 12 128GB CHINA, NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,13.0,"SMARTPHONE XIAOMI REDMI NOTE 12 256GB CHINA, NUMERO DE","13.634,27",13634.27,"13,00 un SMARTPHONE XIAOMI REDMI NOTE 12 256GB CHINA, NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3.0,"SMARTPHONE XIAOMI REDMI NOTE 12S 256GB CHINA, NUMERO DE","3.146,37",3146.37,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 12S 256GB CHINA, NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI NOTE 12 128GB CHINA, NUMERO DE","1.048,79",1048.79,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 12 128GB CHINA, NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI POCO M5 128GB CHINA, NUMERO DE SERIE NO","1.048,79",1048.79,"1,00 un SMARTPHONE XIAOMI POCO M5 128GB CHINA, NUMERO DE SERIE NO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 256GB CHINA, NUMERO","1.048,79",1048.79,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO 256GB CHINA, NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI 12, 128GB, CHINA, NUMERO DE SERIE","1.048,79",1048.79,"1,00 un SMARTPHONE XIAOMI REDMI 12, 128GB, CHINA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI 12 256GB CHINA, NUMERO DE SERIE","1.048,79",1048.79,"1,00 un SMARTPHONE XIAOMI REDMI 12 256GB CHINA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI POCO C65 256GB CHINA, NUMERO DE SERIE","1.048,79",1048.79,"1,00 un SMARTPHONE XIAOMI POCO C65 256GB CHINA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,5.0,"SMARTPHONE XIAOMI REDMI A3, 64GB CHINA, SN NO PROC.","5.286,20",5286.2,"5,00 un SMARTPHONE XIAOMI REDMI A3, 64GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,26.0,"SMARTPHONE XIAOMI REDMI A3, 128GB CHINA, SN NO PROC.","27.488,24",27488.24,"26,00 un SMARTPHONE XIAOMI REDMI A3, 128GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,3.0,"SMARTPHONE XIAOMI POCO X6 PRO 512GB CHINA, SN NO PROC.","3.171,72",3171.72,"3,00 un SMARTPHONE XIAOMI POCO X6 PRO 512GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,34.0,"SMARTPHONE REALME NOTE 50, 64GB CHINA, SN NO PROC.","67.823,20",67823.2,"34,00 un SMARTPHONE REALME NOTE 50, 64GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,20.0,"SMARTPHONE REALME NOTE 50, 128GB CHINA, SN NO PROC.","39.896,00",39896.0,"20,00 un SMARTPHONE REALME NOTE 50, 128GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,20.0,"SMARTPHONE XIAOMI POCO C65, 128GB CHINA, SN NO PROC.","21.144,80",21144.8,"20,00 un SMARTPHONE XIAOMI POCO C65, 128GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,20.0,"SMARTPHONE XIAOMI REDMI 13C, 256GB CHINA, SN NO PROC.","21.144,80",21144.8,"20,00 un SMARTPHONE XIAOMI REDMI 13C, 256GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,10.0,"SMARTPHONE XIAOMI REDMI13C, 128GB CHINA, SN NO PROC.","10.572,40",10572.4,"10,00 un SMARTPHONE XIAOMI REDMI13C, 128GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,20.0,"SMARTPHONE REALME C 53, 128GB CHINA, SN NO PROC.","39.896,00",39896.0,"20,00 un SMARTPHONE REALME C 53, 128GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,20.0,"SMARTPHONE XIAOMI REDMI NOTE 12S, 256GB CHINA, SN NO PROC.","21.144,80",21144.8,"20,00 un SMARTPHONE XIAOMI REDMI NOTE 12S, 256GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,12.0,"SMARTPHONE XIAOMI POCO C 65, 256GB CHINA, SN NO PROC.","12.686,88",12686.88,"12,00 un SMARTPHONE XIAOMI POCO C 65, 256GB CHINA, SN NO PROC."
