pdf,quantidade,descricao,valor_unitario,valor_total
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M3 PRO 5G 6GB RAM 128GB ROM SN:,936.04,936.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M3 PRO 5G 6GB RAM 128GB ROM SN:,936.04,936.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M3 PRO 5G 6GB RAM 128GB ROM SN:,936.04,936.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M3 PRO 5G 6GB RAM 128GB ROM SN:,936.04,936.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M3 PRO 5G 6GB RAM 128GB ROM SN:,936.04,936.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M3 PRO 5G 6GB RAM 128GB ROM SN:,936.04,936.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M3 PRO 5G 6GB RAM 128GB ROM SN:,936.04,936.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M3 PRO 5G 6GB RAM 128GB ROM SN:,936.04,936.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M4 PRO 8GB RAM 256GB ROM SN:,1118.04,1118.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M4 PRO 8GB RAM 256GB ROM SN:,1118.04,1118.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M4 PRO 8GB RAM 256GB ROM SN:,1118.04,1118.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M4 PRO 8GB RAM 256GB ROM SN:,1118.04,1118.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M4 PRO 8GB RAM 256GB ROM SN:,1118.04,1118.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M4 PRO 8GB RAM 256GB ROM SN:,1118.04,1118.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M4 PRO 8GB RAM 256GB ROM SN:,1118.04,1118.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO M4 PRO 8GB RAM 256GB ROM SN:,1118.04,1118.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO X4 PRO 5G 8GB RAM 256GB ROM SN:,1445.66,1445.66
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN: R$ 683,83",683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 10C 4GB RAM 128GB ROM SN:,683.83,683.83
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 11S 6GB RAM 128GB SN:,972.44,972.44
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 11S 6GB RAM 128GB SN:,972.44,972.44
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 11S 6GB RAM 128GB SN:,972.44,972.44
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 11S 6GB RAM 128GB SN:,972.44,972.44
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 11S 6GB RAM 128GB SN:,972.44,972.44
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BJSKT,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT62266TZ,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT54MN3TZ,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT622C14V,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BLEJA,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT54MLWSV,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BJV8B,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BK7SK,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BKQHE,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT622CRSZ,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT54MMTAD,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT54MP6WD,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BM26P,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BJ3KP,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT622AJJZ,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BLEKM,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT54MQXFW,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BLPRJ,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT6226YNF,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BK91M,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT54MNQNM,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT622DHRB,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BJV5N,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT54MQX5B,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BJW9T,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BKJRY,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BM74D,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BLPCV,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT54MNYVK,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE SAMSUNG SM-A032M DS 32GB SN: R7AT81BHRKZ,",429.02,429.02
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR TELEFONE CELULAR GOOGLE -,1103.92,1103.92
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR TELEFONE CELULAR C/ ACESSORIOS GOOGLE -,2116.0,2116.0
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR CELULAR C/ ACESSORIOS BL5000 -,2783.74,2783.74
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR CELULAR C/ ACESSORIOS V10 -,2465.22,2465.22
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR TELEFONE CELULAR -,4187.04,4187.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,2,TELEFONE CELULAR TELEFONE CELULAR C/ACESSORIOS A1661 -,10053.1,20106.2
ADM 0800100_0743_2025 de 30_09_2025.PDF,5,TELEFONE CELULAR TELEFONE CELULAR C/ACESSORIOS -,4125.16,20625.8
ADM 0800100_0743_2025 de 30_09_2025.PDF,23,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA SN NA PLANILHA DO",1055.84,24284.32
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE POCO X5 PRO 5G 256GB 8GB RAM,1207.45,1207.45
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G 256GB 8GB RAM,699.5,699.5
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 256GB 8GB RAM,699.5,699.5
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C53 RMX3760 - 8GB/256GB,670.0,670.0
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C53 RMX3760 - 8GB/256GB,670.0,670.0
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C53 RMX3760 - 8GB/256GB,670.0,670.0
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C53 RMX3760 - 8GB/256GB,670.0,670.0
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C53 RMX3760 - 8GB/256GB,670.0,670.0
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C53 RMX3760 - 8GB/256GB,670.0,670.0
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE DOOGEE V MAX - 256GB 20GB 128GB RAM,1682.0,1682.0
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE DOOGEE S41 PLUS - 128GB ROM 8GB RAM,720.0,720.0
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE APPLE IPHONE 11 64GB A2111, CHINA, NR DE SERIE",992.53,992.53
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE APPLE IPHONE 8 PLUS 64GB A1864, SEM CAIXA, SEM",1253.2,1253.2
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE APPLE IPHONE XR 128GB, A1984, NR DE SERIE NO",1253.2,1253.2
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 11 4G 128GB NR DE SERIE NO,1178.01,1178.01
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 12 128GB CHINA NR DE SERIE NO,501.28,501.28
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI 12 LITE 128GB 8RAM, CHINA, NR DE SERIE NO",501.28,501.28
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO X4 PRO 5G 128GB, INDIA, NR DE SERIE",501.28,501.28
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE APPLE SEM CAIXA, SEM ACESSORIOS, SEM",1253.2,1253.2
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI SEM CAIXA, SEM ACESSORIOS, 2201117TY",501.28,501.28
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI SEM CAIXA, SEM ACESSORIOS, 2201116TG",501.28,501.28
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 8 SPACE BLACK 4GB RAM/// R$ 494,74",494.74,494.74
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR CELULAR IMEI. 865138060144187 C/ACESS,1637.08,1637.08
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR CELULAR IMEI 868029060358702 ZTE A31 PLUS,731.04,731.04
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR CELULAR IMEI 357744590441087 DOOGEE S100,2089.19,2089.19
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR CELULAR IMEI 357744590441681 DOOGEE S100,2089.19,2089.19
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR CELULAR IMEI 359758870298668 DOOGEE S98 -,1538.18,1538.18
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE IPHONE C/ CAPA E CABO ( NO ESTADO ) APPLE -,2865.91,2865.91
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE SMARTPHONE COM ACESSORIOS S/ IMEI APPLE 13-,1748.79,1748.79
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE IPHONE ( NO ESTADO ) APPLE -,2613.95,2613.95
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE CELULAR IMEI 352047913370537 SAMSUNG A15 5G -,1284.16,1284.16
ADM 0800100_0743_2025 de 30_09_2025.PDF,11,"TELEFONE CELULAR IPHONE 12 PROMAX - 128GB APPLE/// R$ 26.699,31",2427.21,26699.31
ADM 0800100_0743_2025 de 30_09_2025.PDF,36,"TELEFONE CELULAR IPHONE 12 PRO - 128GB APPLE/// R$ 67.548,24",1876.34,67548.24
ADM 0800100_0743_2025 de 30_09_2025.PDF,63,"TELEFONE CELULAR IPHONE 12 - 128GB APPLE/// R$ 106.391,88",1688.76,106391.88
ADM 0800100_0743_2025 de 30_09_2025.PDF,70,"TELEFONE CELULAR IPHONE 13 - 128GB APPLE/// R$ 143.635,10",2051.93,143635.1
ADM 0800100_0743_2025 de 30_09_2025.PDF,19,"TELEFONE CELULAR IPHONE 13 PROMAX - 128GB APPLE/// R$ 57.387,60",3020.4,57387.6
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 11 PRO  MAX 64GB RECOND GOLD -,1572.22,1572.22
ADM 0800100_0743_2025 de 30_09_2025.PDF,5,SMARTPHONE APPLE IPHONE 11 64GB  RECONDICIONADO WHITE -,5294.2,26471.0
ADM 0800100_0743_2025 de 30_09_2025.PDF,3,SMARTPHONE APPLE IPHONE 11 64GB  RECONDICIONADO YELLOW -,3176.52,9529.56
ADM 0800100_0743_2025 de 30_09_2025.PDF,5,SMARTPHONE APPLE IPHONE 11 128GB  RECONDICIONAD WHITE -,6016.15,30080.75
ADM 0800100_0743_2025 de 30_09_2025.PDF,6,SMARTPHONE APPLE IPHONE 11 64GB  RECONDICIONADO WHITE -,6353.04,38118.24
ADM 0800100_0743_2025 de 30_09_2025.PDF,3,SMARTPHONE APPLE IPHONE 11 128GB  RECONDICIONAD YELLOW -,3609.69,10829.07
ADM 0800100_0743_2025 de 30_09_2025.PDF,5,SMARTPHONE APPLE IPHONE 11 PRO  64GB RECONDICIO GOLD - SEM,7486.8,37434.0
ADM 0800100_0743_2025 de 30_09_2025.PDF,3,SMARTPHONE APPLE IPHONE 11 PRO  MAX 64GB RECOND GOLD -,4716.66,14149.98
ADM 0800100_0743_2025 de 30_09_2025.PDF,2,SMARTPHONE APPLE IPHONE 11 PRO  64GB RECONDICIO GREY - SEM,2994.72,5989.44
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,"SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI R$ 1.265,52",1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
